CustomerID,datetime,NormDelta,AbsDelta,Leaders,Demand
delta,2017-01-02 08:45,-0.12222,-0.14313,0.17400,1.31901
delta,2017-01-02 09:00,-0.10182,-0.11924,0.17760,1.31945
delta,2017-01-02 09:15,-0.09169,-0.10738,0.17920,1.31840
delta,2017-01-02 09:30,-0.09995,-0.11705,0.18040,1.33618
delta,2017-01-02 09:45,-0.13475,-0.15781,0.17760,1.35802
delta,2017-01-02 10:00,-0.15365,-0.17994,0.17440,1.35852
delta,2017-01-02 10:15,-0.13507,-0.15818,0.17880,1.36650
delta,2017-01-02 10:30,-0.14864,-0.17408,0.17840,1.37968
delta,2017-01-02 10:45,-0.16488,-0.19309,0.17440,1.37167
delta,2017-01-02 11:00,-0.16035,-0.18779,0.17640,1.37988
delta,2017-01-02 11:15,-0.16034,-0.18778,0.17640,1.37987
delta,2017-01-02 11:30,-0.14129,-0.16547,0.17960,1.37919
delta,2017-01-02 11:45,-0.12219,-0.14310,0.18040,1.36222
delta,2017-01-02 12:00,-0.12700,-0.14873,0.18160,1.37597
delta,2017-01-02 12:15,-0.14804,-0.17337,0.17960,1.38710
delta,2017-01-02 12:30,-0.13872,-0.16246,0.18000,1.37889
delta,2017-01-02 12:45,-0.15300,-0.17918,0.17640,1.37128
delta,2017-01-02 13:00,-0.10858,-0.12716,0.18120,1.35170
delta,2017-01-02 13:15,-0.10569,-0.12378,0.18600,1.38075
delta,2017-01-02 13:30,-0.15124,-0.17712,0.17840,1.38273
delta,2017-01-02 13:45,-0.13223,-0.15486,0.18120,1.37939
delta,2017-01-02 14:00,-0.14335,-0.16788,0.17760,1.36809
delta,2017-01-02 14:15,-0.14563,-0.17055,0.17880,1.37886
delta,2017-01-02 14:30,-0.13932,-0.16316,0.17920,1.37418
delta,2017-01-02 14:45,-0.13200,-0.15459,0.17840,1.36020
delta,2017-01-02 15:00,-0.16696,-0.19553,0.17440,1.37411
delta,2017-01-02 15:15,-0.11653,-0.13647,0.18080,1.35830
delta,2017-01-02 15:30,-0.14931,-0.17486,0.17480,1.35615
delta,2017-01-02 15:45,-0.19994,-0.23415,0.16760,1.36678
delta,2017-01-02 16:00,-0.16032,-0.18775,0.17120,1.34471
delta,2017-01-02 16:15,-0.13244,-0.15510,0.18000,1.37153
delta,2017-01-02 16:30,-0.18339,-0.21477,0.17200,1.37713
delta,2017-01-02 16:45,-0.15310,-0.17930,0.17680,1.37410
delta,2017-01-02 17:00,-0.17234,-0.20183,0.17480,1.38312
delta,2017-01-02 17:15,-0.13403,-0.15697,0.17840,1.36257
delta,2017-01-02 17:30,-0.13365,-0.15652,0.17720,1.35402
delta,2017-01-02 17:45,-0.11533,-0.13507,0.17720,1.33257
delta,2017-01-02 18:00,-0.08386,-0.09821,0.17920,1.30923
delta,2017-01-02 18:15,-0.03556,-0.04165,0.17360,1.21483
delta,2017-01-02 18:30,-0.02803,-0.03283,0.17160,1.19248
delta,2017-01-02 18:45,-0.00547,-0.00641,0.17160,1.16606
delta,2017-01-02 19:00,0.01827,0.02140,0.17280,1.14637
delta,2017-01-02 19:15,0.03775,0.04421,0.16600,1.07760
delta,2017-01-02 19:30,0.05729,0.06709,0.16880,1.07365
delta,2017-01-02 19:45,0.06106,0.07151,0.16680,1.05572
delta,2017-01-02 20:00,0.08328,0.09753,0.17080,1.05673
delta,2017-01-02 20:15,0.12489,0.14626,0.17360,1.02692
delta,2017-01-02 20:30,0.12686,0.14857,0.17200,1.01379
delta,2017-01-02 20:45,0.10351,0.12122,0.17000,1.02762
delta,2017-01-02 21:00,0.14802,0.17335,0.17440,1.00523
delta,2017-01-02 21:15,0.12349,0.14462,0.16960,1.00152
delta,2017-01-02 21:30,0.12614,0.14773,0.16680,0.97950
delta,2017-01-02 21:45,0.15311,0.17931,0.16880,0.96143
delta,2017-01-02 22:00,0.16690,0.19546,0.17000,0.95339
delta,2017-01-02 22:15,0.16816,0.19694,0.16960,0.94920
delta,2017-01-02 22:30,0.16992,0.19900,0.16960,0.94714
delta,2017-01-02 22:45,0.17576,0.20584,0.16680,0.92139
delta,2017-01-02 23:00,0.20786,0.24343,0.17400,0.93244
delta,2017-01-02 23:15,0.17235,0.20184,0.16520,0.91456
delta,2017-01-02 23:30,0.16702,0.19560,0.16600,0.92622
delta,2017-01-02 23:45,0.19559,0.22906,0.16880,0.91168
delta,2017-01-03 00:00,0.30092,0.49027,0.16720,0.92630
delta,2017-01-03 00:15,0.29666,0.48333,0.16400,0.90613
delta,2017-01-03 00:30,0.31435,0.51215,0.16720,0.90442
delta,2017-01-03 00:45,0.27265,0.44421,0.16040,0.91474
delta,2017-01-03 01:00,0.30870,0.50294,0.16560,0.90007
delta,2017-01-03 01:15,0.30806,0.50190,0.16680,0.91128
delta,2017-01-03 01:30,0.26576,0.43298,0.15920,0.91581
delta,2017-01-03 01:45,0.28524,0.46472,0.16280,0.91457
delta,2017-01-03 02:00,0.27617,0.44994,0.16040,0.90901
delta,2017-01-03 02:15,0.25371,0.41335,0.15640,0.91172
delta,2017-01-03 02:30,0.33163,0.54030,0.17360,0.93050
delta,2017-01-03 02:45,0.31614,0.51506,0.17080,0.93201
delta,2017-01-03 03:00,0.29932,0.48766,0.16840,0.93908
delta,2017-01-03 03:15,0.30755,0.50107,0.17320,0.96634
delta,2017-01-03 03:30,0.28381,0.46239,0.16880,0.96774
delta,2017-01-03 03:45,0.28830,0.46971,0.17040,0.97398
delta,2017-01-03 04:00,0.25123,0.40931,0.16520,0.99031
delta,2017-01-03 04:15,0.22945,0.37383,0.16400,1.01562
delta,2017-01-03 04:30,0.22658,0.36915,0.16920,1.06437
delta,2017-01-03 04:45,0.26238,0.42748,0.17600,1.06365
delta,2017-01-03 05:00,0.21467,0.34975,0.16920,1.08377
delta,2017-01-03 05:15,0.21915,0.35705,0.17840,1.15442
delta,2017-01-03 05:30,0.19619,0.31964,0.18120,1.21555
delta,2017-01-03 05:45,0.14034,0.22865,0.17560,1.25909
delta,2017-01-03 06:00,0.13722,0.22356,0.18040,1.30484
delta,2017-01-03 06:15,0.08642,0.14080,0.18920,1.46216
delta,2017-01-03 06:30,0.03477,0.05665,0.18880,1.54293
delta,2017-01-03 06:45,0.05983,0.09748,0.19600,1.56309
delta,2017-01-03 07:00,0.01502,0.02447,0.19120,1.59544
delta,2017-01-03 07:15,0.03209,0.05228,0.20360,1.67268
delta,2017-01-03 07:30,0.02750,0.04480,0.21000,1.73437
delta,2017-01-03 07:45,-0.03795,-0.06183,0.21080,1.84779
delta,2017-01-03 08:00,-0.09059,-0.14759,0.20680,1.89966
delta,2017-01-03 08:15,-0.18236,-0.29711,0.20160,2.00512
delta,2017-01-03 08:30,-0.19829,-0.32306,0.20480,2.05819
delta,2017-01-03 08:45,-0.21750,-0.35436,0.21120,2.14370
delta,2017-01-03 09:00,-0.17920,-0.29196,0.22320,2.18299
delta,2017-01-03 09:15,-0.23597,-0.38445,0.21840,2.23481
delta,2017-01-03 09:30,-0.27024,-0.44028,0.21760,2.28386
delta,2017-01-03 09:45,-0.29026,-0.47290,0.21920,2.33004
delta,2017-01-03 10:00,-0.29838,-0.48613,0.22240,2.37038
delta,2017-01-03 10:15,-0.29932,-0.48766,0.22480,2.39224
delta,2017-01-03 10:30,-0.29513,-0.48083,0.22760,2.40914
delta,2017-01-03 10:45,-0.31190,-0.50816,0.22560,2.41952
delta,2017-01-03 11:00,-0.31481,-0.51290,0.22480,2.41747
delta,2017-01-03 11:15,-0.32379,-0.52753,0.22160,2.40500
delta,2017-01-03 11:30,-0.30763,-0.50120,0.22480,2.40578
delta,2017-01-03 11:45,-0.29828,-0.48597,0.22440,2.38716
delta,2017-01-03 12:00,-0.34158,-0.55651,0.21800,2.40349
delta,2017-01-03 12:15,-0.32931,-0.53652,0.22320,2.42754
delta,2017-01-03 12:30,-0.33427,-0.54460,0.21960,2.40512
delta,2017-01-03 12:45,-0.35796,-0.58320,0.21760,2.42678
delta,2017-01-03 13:00,-0.33462,-0.54517,0.22000,2.40909
delta,2017-01-03 13:15,-0.32874,-0.53559,0.22280,2.42323
delta,2017-01-03 13:30,-0.33464,-0.54521,0.22040,2.41251
delta,2017-01-03 13:45,-0.33542,-0.54648,0.21880,2.40022
delta,2017-01-03 14:00,-0.34978,-0.56987,0.21480,2.38971
delta,2017-01-03 14:15,-0.34835,-0.56754,0.21400,2.38061
delta,2017-01-03 14:30,-0.32942,-0.53670,0.21680,2.37350
delta,2017-01-03 14:45,-0.30140,-0.49105,0.21920,2.34819
delta,2017-01-03 15:00,-0.32487,-0.52929,0.21640,2.36271
delta,2017-01-03 15:15,-0.29948,-0.48792,0.21720,2.32811
delta,2017-01-03 15:30,-0.31523,-0.51358,0.21120,2.30293
delta,2017-01-03 15:45,-0.31622,-0.51520,0.20880,2.28421
delta,2017-01-03 16:00,-0.32602,-0.53116,0.20720,2.28661
delta,2017-01-03 16:15,-0.35911,-0.58507,0.19480,2.23547
delta,2017-01-03 16:30,-0.38944,-0.63449,0.18440,2.19679
delta,2017-01-03 16:45,-0.34244,-0.55791,0.19080,2.17443
delta,2017-01-03 17:00,-0.24849,-0.40485,0.20640,2.15352
delta,2017-01-03 17:15,-0.22622,-0.36856,0.20040,2.06641
delta,2017-01-03 17:30,-0.14372,-0.23415,0.20520,1.97267
delta,2017-01-03 17:45,-0.06339,-0.10328,0.20600,1.84857
delta,2017-01-03 18:00,-0.07410,-0.12073,0.19280,1.75419
delta,2017-01-03 18:15,0.08451,0.13769,0.20040,1.56017
delta,2017-01-03 18:30,0.09750,0.15885,0.19240,1.47122
delta,2017-01-03 18:45,0.08900,0.14500,0.18800,1.44780
delta,2017-01-03 19:00,0.11586,0.18876,0.18640,1.39048
delta,2017-01-03 19:15,0.17165,0.27966,0.18640,1.29958
delta,2017-01-03 19:30,0.17490,0.28495,0.18320,1.26718
delta,2017-01-03 19:45,0.18242,0.29720,0.18120,1.23799
delta,2017-01-03 20:00,0.21343,0.34773,0.18480,1.21796
delta,2017-01-03 20:15,0.19375,0.31566,0.17800,1.19242
delta,2017-01-03 20:30,0.20425,0.33277,0.17720,1.16853
delta,2017-01-03 20:45,0.21618,0.35221,0.17800,1.15587
delta,2017-01-03 21:00,0.22083,0.35978,0.17840,1.15168
delta,2017-01-03 21:15,0.21359,0.34799,0.17440,1.12960
delta,2017-01-03 21:30,0.24323,0.39628,0.17480,1.08469
delta,2017-01-03 21:45,0.21691,0.35340,0.16800,1.06995
delta,2017-01-03 22:00,0.23840,0.38841,0.16960,1.04851
delta,2017-01-03 22:15,0.25368,0.41330,0.17160,1.04055
delta,2017-01-03 22:30,0.26075,0.42482,0.16880,1.00531
delta,2017-01-03 22:45,0.28184,0.45918,0.17360,1.01163
delta,2017-01-03 23:00,0.26994,0.43979,0.16880,0.99035
delta,2017-01-03 23:15,0.25022,0.40767,0.16560,0.99535
delta,2017-01-03 23:30,0.29100,0.47411,0.17360,0.99669
delta,2017-01-03 23:45,0.28031,0.45669,0.16800,0.96665
delta,2017-01-04 00:00,0.27777,0.45707,0.16920,0.97264
delta,2017-01-04 00:15,0.28644,0.47134,0.16840,0.95162
delta,2017-01-04 00:30,0.27691,0.45566,0.16760,0.96055
delta,2017-01-04 00:45,0.26713,0.43957,0.16360,0.94284
delta,2017-01-04 01:00,0.28016,0.46101,0.16800,0.95857
delta,2017-01-04 01:15,0.28225,0.46445,0.16800,0.95513
delta,2017-01-04 01:30,0.29576,0.48668,0.16880,0.93967
delta,2017-01-04 01:45,0.32470,0.53430,0.17440,0.93935
delta,2017-01-04 02:00,0.30071,0.49482,0.16960,0.93828
delta,2017-01-04 02:15,0.34239,0.56341,0.17960,0.95420
delta,2017-01-04 02:30,0.31573,0.51954,0.17120,0.92708
delta,2017-01-04 02:45,0.29542,0.48612,0.17080,0.95713
delta,2017-01-04 03:00,0.27354,0.45011,0.16560,0.94920
delta,2017-01-04 03:15,0.27474,0.45209,0.16880,0.97425
delta,2017-01-04 03:30,0.23230,0.38225,0.16440,1.00691
delta,2017-01-04 03:45,0.25449,0.41877,0.16640,0.98729
delta,2017-01-04 04:00,0.25292,0.41618,0.16680,0.99327
delta,2017-01-04 04:15,0.25069,0.41251,0.17360,1.05440
delta,2017-01-04 04:30,0.25558,0.42056,0.17440,1.05310
delta,2017-01-04 04:45,0.17220,0.28336,0.16000,1.06863
delta,2017-01-04 05:00,0.18945,0.31174,0.16840,1.11121
delta,2017-01-04 05:15,0.20756,0.34154,0.18000,1.17943
delta,2017-01-04 05:30,0.17284,0.28441,0.17760,1.21629
delta,2017-01-04 05:45,0.19868,0.32693,0.18640,1.24814
delta,2017-01-04 06:00,0.20246,0.33315,0.19400,1.30612
delta,2017-01-04 06:15,0.09336,0.15362,0.19760,1.51608
delta,2017-01-04 06:30,0.09644,0.15869,0.19840,1.51777
delta,2017-01-04 06:45,0.04103,0.06752,0.19640,1.59204
delta,2017-01-04 07:00,0.02461,0.04050,0.19440,1.60217
delta,2017-01-04 07:15,-0.03596,-0.05917,0.19720,1.72550
delta,2017-01-04 07:30,0.03880,0.06385,0.21280,1.73428
delta,2017-01-04 07:45,-0.01113,-0.01831,0.21240,1.81307
delta,2017-01-04 08:00,-0.04936,-0.08122,0.21120,1.86584
delta,2017-01-04 08:15,-0.10994,-0.18091,0.21080,1.96214
delta,2017-01-04 08:30,-0.15098,-0.24844,0.21240,2.04319
delta,2017-01-04 08:45,-0.17286,-0.28444,0.21680,2.11637
delta,2017-01-04 09:00,-0.17201,-0.28304,0.22480,2.18257
delta,2017-01-04 09:15,-0.21637,-0.35604,0.22320,2.24206
delta,2017-01-04 09:30,-0.21321,-0.35084,0.22680,2.26726
delta,2017-01-04 09:45,-0.22663,-0.37292,0.22720,2.29273
delta,2017-01-04 10:00,-0.25332,-0.41684,0.22920,2.35355
delta,2017-01-04 10:15,-0.27598,-0.45413,0.22800,2.38071
delta,2017-01-04 10:30,-0.27782,-0.45716,0.23080,2.40740
delta,2017-01-04 10:45,-0.29784,-0.49010,0.23080,2.44034
delta,2017-01-04 11:00,-0.28610,-0.47078,0.23000,2.41425
delta,2017-01-04 11:15,-0.26613,-0.43792,0.23320,2.40844
delta,2017-01-04 11:30,-0.26905,-0.44272,0.23440,2.42337
delta,2017-01-04 11:45,-0.29579,-0.48673,0.23240,2.45047
delta,2017-01-04 12:00,-0.29998,-0.49362,0.23120,2.44724
delta,2017-01-04 12:15,-0.31986,-0.52633,0.22760,2.44951
delta,2017-01-04 12:30,-0.31383,-0.51641,0.22720,2.43622
delta,2017-01-04 12:45,-0.32849,-0.54053,0.22520,2.44345
delta,2017-01-04 13:00,-0.32785,-0.53948,0.22160,2.41197
delta,2017-01-04 13:15,-0.31123,-0.51213,0.22640,2.42519
delta,2017-01-04 13:30,-0.31754,-0.52252,0.22320,2.40854
delta,2017-01-04 13:45,-0.35478,-0.58379,0.21640,2.41235
delta,2017-01-04 14:00,-0.39313,-0.64690,0.21320,2.44842
delta,2017-01-04 14:15,-0.34769,-0.57213,0.22160,2.44462
delta,2017-01-04 14:30,-0.38177,-0.62821,0.21560,2.45000
delta,2017-01-04 14:45,-0.37171,-0.61165,0.21800,2.45373
delta,2017-01-04 15:00,-0.37586,-0.61848,0.21800,2.46056
delta,2017-01-04 15:15,-0.38279,-0.62988,0.21320,2.43141
delta,2017-01-04 15:30,-0.38937,-0.64071,0.21160,2.42871
delta,2017-01-04 15:45,-0.41646,-0.68529,0.20400,2.40906
delta,2017-01-04 16:00,-0.40011,-0.65839,0.20320,2.37541
delta,2017-01-04 16:15,-0.41651,-0.68537,0.19240,2.31114
delta,2017-01-04 16:30,-0.39962,-0.65758,0.19040,2.26643
delta,2017-01-04 16:45,-0.35924,-0.59113,0.19040,2.19999
delta,2017-01-04 17:00,-0.30412,-0.50043,0.20080,2.19717
delta,2017-01-04 17:15,-0.25980,-0.42750,0.19800,2.10057
delta,2017-01-04 17:30,-0.21073,-0.34676,0.19600,2.00293
delta,2017-01-04 17:45,-0.13652,-0.22465,0.19720,1.89097
delta,2017-01-04 18:00,-0.07913,-0.13021,0.19840,1.80666
delta,2017-01-04 18:15,0.04811,0.07917,0.19560,1.57363
delta,2017-01-04 18:30,0.06430,0.10581,0.19040,1.50306
delta,2017-01-04 18:45,0.11444,0.18831,0.19360,1.44759
delta,2017-01-04 19:00,0.12929,0.21275,0.18720,1.36906
delta,2017-01-04 19:15,0.17779,0.29256,0.18840,1.29941
delta,2017-01-04 19:30,0.19394,0.31913,0.18840,1.27284
delta,2017-01-04 19:45,0.14801,0.24355,0.17640,1.24701
delta,2017-01-04 20:00,0.19028,0.31311,0.17960,1.20450
delta,2017-01-04 20:15,0.22211,0.36548,0.18240,1.17578
delta,2017-01-04 20:30,0.17872,0.29409,0.17240,1.16266
delta,2017-01-04 20:45,0.22107,0.36377,0.17800,1.14031
delta,2017-01-04 21:00,0.22562,0.37126,0.17880,1.13958
delta,2017-01-04 21:15,0.21281,0.35018,0.17120,1.09643
delta,2017-01-04 21:30,0.23253,0.38263,0.17240,1.07412
delta,2017-01-04 21:45,0.26755,0.44026,0.17520,1.04016
delta,2017-01-04 22:00,0.27808,0.45758,0.17400,1.01269
delta,2017-01-04 22:15,0.28532,0.46950,0.17440,1.00415
delta,2017-01-04 22:30,0.29228,0.48095,0.17280,0.97919
delta,2017-01-04 22:45,0.30480,0.50155,0.17400,0.96872
delta,2017-01-04 23:00,0.29398,0.48375,0.17200,0.96963
delta,2017-01-04 23:15,0.28940,0.47621,0.17080,0.96704
delta,2017-01-04 23:30,0.29338,0.48276,0.17080,0.96049
delta,2017-01-04 23:45,0.33778,0.55582,0.17840,0.95164
delta,2017-01-05 00:00,0.27665,0.45397,0.17520,0.93933
delta,2017-01-05 00:15,0.26546,0.43561,0.17400,0.94814
delta,2017-01-05 00:30,0.25939,0.42565,0.17080,0.93264
delta,2017-01-05 00:45,0.23812,0.39074,0.16640,0.93257
delta,2017-01-05 01:00,0.27367,0.44908,0.17240,0.92194
delta,2017-01-05 01:15,0.28496,0.46761,0.17520,0.92569
delta,2017-01-05 01:30,0.27066,0.44414,0.17040,0.91097
delta,2017-01-05 01:45,0.25215,0.41377,0.16560,0.90317
delta,2017-01-05 02:00,0.25598,0.42005,0.16720,0.90963
delta,2017-01-05 02:15,0.24299,0.39873,0.16520,0.91503
delta,2017-01-05 02:30,0.26612,0.43669,0.17240,0.93435
delta,2017-01-05 02:45,0.28594,0.46921,0.17280,0.90500
delta,2017-01-05 03:00,0.24444,0.40111,0.16800,0.93491
delta,2017-01-05 03:15,0.22917,0.37606,0.16720,0.95362
delta,2017-01-05 03:30,0.21221,0.34823,0.16440,0.95918
