CustomerID,datetime,NormDelta,AbsDelta,Leaders,Demand
delta,2017-01-01 15:30,-0.07972,-0.12351,0.24687,1.56027
delta,2017-01-01 15:45,-0.03538,-0.05482,0.25623,1.54602
delta,2017-01-01 16:00,-0.01952,-0.03024,0.26110,1.54980
delta,2017-01-01 16:15,-0.04042,-0.06262,0.25678,1.55703
delta,2017-01-01 16:30,-0.03241,-0.05021,0.26078,1.56791
delta,2017-01-01 16:45,-0.03801,-0.05889,0.26241,1.58610
delta,2017-01-01 17:00,-0.04423,-0.06853,0.26609,1.61711
delta,2017-01-01 17:15,-0.01340,-0.02076,0.27553,1.62429
delta,2017-01-01 17:30,-0.01595,-0.02471,0.28061,1.65780
delta,2017-01-01 17:45,-0.01030,-0.01596,0.28411,1.66946
delta,2017-01-01 18:00,0.01852,0.02869,0.28891,1.65269
delta,2017-01-01 18:15,0.03406,0.05277,0.28412,1.60077
delta,2017-01-01 18:30,0.00921,0.01427,0.28195,1.62663
delta,2017-01-01 18:45,0.02970,0.04602,0.28581,1.61734
delta,2017-01-01 19:00,-0.00359,-0.00556,0.27719,1.61879
delta,2017-01-01 19:15,0.07977,0.12359,0.29313,1.58241
delta,2017-01-01 19:30,0.05542,0.08586,0.28666,1.58245
delta,2017-01-01 19:45,0.06069,0.09403,0.28730,1.57802
delta,2017-01-01 20:00,0.08160,0.12643,0.29139,1.56943
delta,2017-01-01 20:15,0.07050,0.10923,0.28501,1.54951
delta,2017-01-01 20:30,0.06370,0.09869,0.28252,1.54554
delta,2017-01-01 20:45,0.05938,0.09200,0.28125,1.54485
delta,2017-01-01 21:00,0.05118,0.07930,0.27999,1.55019
delta,2017-01-01 21:15,0.07637,0.11832,0.28293,1.52827
delta,2017-01-01 21:30,0.07202,0.11158,0.28013,1.51871
delta,2017-01-01 21:45,0.06736,0.10436,0.27966,1.52321
delta,2017-01-01 22:00,0.02906,0.04502,0.26928,1.52215
delta,2017-01-01 22:15,0.02926,0.04533,0.26671,1.50686
delta,2017-01-01 22:30,0.03144,0.04871,0.26417,1.48870
delta,2017-01-01 22:45,0.03210,0.04973,0.26425,1.48818
delta,2017-01-01 23:00,0.03972,0.06154,0.26444,1.47746
delta,2017-01-01 23:15,0.02648,0.04103,0.26198,1.48366
delta,2017-01-01 23:30,0.02520,0.03904,0.26135,1.48196
delta,2017-01-01 23:45,0.03972,0.06154,0.26522,1.48201
delta,2017-01-02 00:00,0.10860,0.21190,0.25589,1.47338
delta,2017-01-02 00:15,0.12133,0.23674,0.26233,1.49095
delta,2017-01-02 00:30,0.10906,0.21280,0.25818,1.48755
delta,2017-01-02 00:45,0.10130,0.19766,0.25863,1.50564
delta,2017-01-02 01:00,0.10941,0.21348,0.25989,1.49816
delta,2017-01-02 01:15,0.12535,0.24458,0.26519,1.50191
delta,2017-01-02 01:30,0.14937,0.29145,0.26946,1.48320
delta,2017-01-02 01:45,0.15329,0.29910,0.27139,1.48823
delta,2017-01-02 02:00,0.15046,0.29358,0.27119,1.49243
delta,2017-01-02 02:15,0.13644,0.26622,0.26981,1.51074
delta,2017-01-02 02:30,0.14859,0.28993,0.27389,1.51387
delta,2017-01-02 02:45,0.16342,0.31886,0.27750,1.50872
delta,2017-01-02 03:00,0.14376,0.28050,0.26900,1.49110
delta,2017-01-02 03:15,0.15578,0.30396,0.27809,1.52748
delta,2017-01-02 03:30,0.17103,0.33371,0.28368,1.53457
delta,2017-01-02 03:45,0.15248,0.29752,0.27902,1.54007
delta,2017-01-02 04:00,0.14657,0.28599,0.27993,1.55763
delta,2017-01-02 04:15,0.15125,0.29512,0.28687,1.59417
delta,2017-01-02 04:30,0.13420,0.26185,0.28799,1.63484
delta,2017-01-02 04:45,0.13265,0.25883,0.28987,1.65025
delta,2017-01-02 05:00,0.11479,0.22398,0.29016,1.68699
delta,2017-01-02 05:15,0.09262,0.18072,0.29599,1.76865
delta,2017-01-02 05:30,0.11214,0.21881,0.30250,1.77343
delta,2017-01-02 05:45,0.10149,0.19803,0.30669,1.82179
delta,2017-01-02 06:00,0.09245,0.18039,0.30779,1.84670
delta,2017-01-02 06:15,-0.01240,-0.02419,0.30727,2.04786
delta,2017-01-02 06:30,-0.02087,-0.04072,0.30914,2.07668
delta,2017-01-02 06:45,-0.06387,-0.12462,0.30067,2.10478
delta,2017-01-02 07:00,-0.07706,-0.15036,0.30172,2.13744
delta,2017-01-02 07:15,-0.08414,-0.16417,0.31335,2.22785
delta,2017-01-02 07:30,-0.13050,-0.25463,0.30453,2.26025
delta,2017-01-02 07:45,-0.10638,-0.20757,0.30841,2.23870
delta,2017-01-02 08:00,-0.12649,-0.24681,0.30421,2.25028
delta,2017-01-02 08:15,-0.13696,-0.26723,0.30557,2.27967
delta,2017-01-02 08:30,-0.14365,-0.28029,0.30083,2.26150
delta,2017-01-02 08:45,-0.14293,-0.27888,0.30069,2.25921
delta,2017-01-02 09:00,-0.13807,-0.26940,0.30473,2.27632
delta,2017-01-02 09:15,-0.14661,-0.28606,0.30006,2.26223
delta,2017-01-02 09:30,-0.14529,-0.28349,0.30186,2.27151
delta,2017-01-02 09:45,-0.13973,-0.27264,0.30231,2.26359
delta,2017-01-02 10:00,-0.13012,-0.25389,0.30889,2.28818
delta,2017-01-02 10:15,-0.13387,-0.26121,0.30775,2.28803
delta,2017-01-02 10:30,-0.14317,-0.27935,0.30735,2.30351
delta,2017-01-02 10:45,-0.14375,-0.28048,0.30621,2.29717
delta,2017-01-02 11:00,-0.14422,-0.28140,0.30938,2.31894
delta,2017-01-02 11:15,-0.16339,-0.31880,0.30637,2.33655
delta,2017-01-02 11:30,-0.16710,-0.32604,0.30452,2.33158
delta,2017-01-02 11:45,-0.15320,-0.29892,0.30789,2.32667
delta,2017-01-02 12:00,-0.15577,-0.30394,0.30787,2.33155
delta,2017-01-02 12:15,-0.18471,-0.36040,0.30448,2.36568
delta,2017-01-02 12:30,-0.18429,-0.35958,0.30362,2.35921
delta,2017-01-02 12:45,-0.17626,-0.34392,0.30135,2.32861
delta,2017-01-02 13:00,-0.15657,-0.30550,0.30788,2.33317
delta,2017-01-02 13:15,-0.15690,-0.30614,0.30824,2.33618
delta,2017-01-02 13:30,-0.12754,-0.24885,0.31663,2.33414
delta,2017-01-02 13:45,-0.09403,-0.18347,0.32375,2.31563
delta,2017-01-02 14:00,-0.12499,-0.24388,0.31196,2.29841
delta,2017-01-02 14:15,-0.14083,-0.27479,0.30833,2.30544
delta,2017-01-02 14:30,-0.15652,-0.30540,0.30401,2.30754
delta,2017-01-02 14:45,-0.12050,-0.23512,0.31324,2.29808
delta,2017-01-02 15:00,-0.15216,-0.29689,0.30515,2.30656
delta,2017-01-02 15:15,-0.15699,-0.30632,0.30063,2.28621
delta,2017-01-02 15:30,-0.15026,-0.29319,0.30399,2.29519
delta,2017-01-02 15:45,-0.15436,-0.30119,0.30663,2.32061
delta,2017-01-02 16:00,-0.15903,-0.31030,0.30251,2.30261
delta,2017-01-02 16:15,-0.13885,-0.27092,0.30686,2.29187
delta,2017-01-02 16:30,-0.11924,-0.23266,0.31313,2.29492
delta,2017-01-02 16:45,-0.14657,-0.28599,0.30861,2.31845
delta,2017-01-02 17:00,-0.12585,-0.24556,0.31761,2.33733
delta,2017-01-02 17:15,-0.11644,-0.22720,0.31063,2.27300
delta,2017-01-02 17:30,-0.10176,-0.19855,0.31849,2.29612
delta,2017-01-02 17:45,-0.09271,-0.18089,0.31629,2.26396
delta,2017-01-02 18:00,-0.07271,-0.14187,0.31810,2.23684
delta,2017-01-02 18:15,-0.03582,-0.06989,0.30346,2.06846
delta,2017-01-02 18:30,0.00657,0.01282,0.30662,2.00654
delta,2017-01-02 18:45,0.05699,0.11120,0.31454,1.96034
delta,2017-01-02 19:00,0.04548,0.08874,0.30347,1.90986
delta,2017-01-02 19:15,0.09293,0.18132,0.30073,1.79923
delta,2017-01-02 19:30,0.15022,0.29311,0.31057,1.75231
delta,2017-01-02 19:45,0.12262,0.23925,0.30360,1.76023
delta,2017-01-02 20:00,0.15288,0.29830,0.30882,1.73555
delta,2017-01-02 20:15,0.15443,0.30132,0.30085,1.68007
delta,2017-01-02 20:30,0.19778,0.38591,0.30777,1.64102
delta,2017-01-02 20:45,0.19061,0.37192,0.30486,1.63585
delta,2017-01-02 21:00,0.21558,0.42064,0.30847,1.61090
delta,2017-01-02 21:15,0.19569,0.38183,0.30097,1.60031
delta,2017-01-02 21:30,0.18630,0.36351,0.29471,1.57744
delta,2017-01-02 21:45,0.17264,0.33685,0.28921,1.56787
delta,2017-01-02 22:00,0.14843,0.28962,0.28183,1.56647
delta,2017-01-02 22:15,0.13524,0.26388,0.27679,1.55903
delta,2017-01-02 22:30,0.11936,0.23289,0.26637,1.52137
delta,2017-01-02 22:45,0.13281,0.25914,0.27042,1.52183
delta,2017-01-02 23:00,0.14500,0.28292,0.27219,1.50966
delta,2017-01-02 23:15,0.12290,0.23980,0.26535,1.50778
delta,2017-01-02 23:30,0.13890,0.27102,0.26812,1.49479
delta,2017-01-02 23:45,0.13421,0.26187,0.26734,1.49881
delta,2017-01-03 00:00,0.20996,0.54429,0.26993,1.49895
delta,2017-01-03 00:15,0.20395,0.52871,0.26581,1.48333
delta,2017-01-03 00:30,0.21158,0.54849,0.26760,1.47706
delta,2017-01-03 00:45,0.21146,0.54817,0.26771,1.47821
delta,2017-01-03 01:00,0.20174,0.52298,0.26443,1.47862
delta,2017-01-03 01:15,0.23371,0.60585,0.27482,1.47437
delta,2017-01-03 01:30,0.23166,0.60054,0.27253,1.46230
delta,2017-01-03 01:45,0.21749,0.56381,0.26969,1.47759
delta,2017-01-03 02:00,0.21680,0.56202,0.27087,1.48830
delta,2017-01-03 02:15,0.23243,0.60254,0.27624,1.48840
delta,2017-01-03 02:30,0.21235,0.55048,0.26946,1.48914
delta,2017-01-03 02:45,0.24101,0.62478,0.27849,1.48317
delta,2017-01-03 03:00,0.24084,0.62434,0.27946,1.49098
delta,2017-01-03 03:15,0.21162,0.54859,0.27435,1.52803
delta,2017-01-03 03:30,0.21802,0.56518,0.27823,1.54086
delta,2017-01-03 03:45,0.20743,0.53773,0.27685,1.55781
delta,2017-01-03 04:00,0.20977,0.54379,0.28007,1.57614
delta,2017-01-03 04:15,0.19082,0.49467,0.28157,1.63662
delta,2017-01-03 04:30,0.21712,0.56285,0.29096,1.63951
delta,2017-01-03 04:45,0.19804,0.51339,0.28798,1.66642
delta,2017-01-03 05:00,0.20150,0.52235,0.29718,1.72709
delta,2017-01-03 05:15,0.17135,0.44420,0.30388,1.85598
delta,2017-01-03 05:30,0.16268,0.42172,0.30745,1.90549
delta,2017-01-03 05:45,0.15651,0.40573,0.31713,1.99478
delta,2017-01-03 06:00,0.14447,0.37451,0.31887,2.03915
delta,2017-01-03 06:15,0.09241,0.23956,0.33071,2.26367
delta,2017-01-03 06:30,0.02945,0.07634,0.32122,2.35507
delta,2017-01-03 06:45,0.01455,0.03772,0.32508,2.42292
delta,2017-01-03 07:00,-0.02907,-0.07536,0.32893,2.56512
delta,2017-01-03 07:15,-0.04414,-0.11443,0.34954,2.76022
delta,2017-01-03 07:30,-0.05597,-0.14509,0.35839,2.85788
delta,2017-01-03 07:45,-0.09958,-0.25814,0.35467,2.94275
delta,2017-01-03 08:00,-0.13292,-0.34457,0.35413,3.02512
delta,2017-01-03 08:15,-0.16779,-0.43497,0.36289,3.18184
delta,2017-01-03 08:30,-0.17781,-0.46094,0.36957,3.25834
delta,2017-01-03 08:45,-0.17857,-0.46291,0.38017,3.34052
delta,2017-01-03 09:00,-0.21528,-0.55808,0.37714,3.41278
delta,2017-01-03 09:15,-0.20037,-0.51943,0.38896,3.46359
delta,2017-01-03 09:30,-0.21546,-0.55854,0.39031,3.51288
delta,2017-01-03 09:45,-0.22346,-0.57928,0.39223,3.54821
delta,2017-01-03 10:00,-0.23878,-0.61900,0.39292,3.59314
delta,2017-01-03 10:15,-0.25387,-0.65811,0.39050,3.61394
delta,2017-01-03 10:30,-0.25556,-0.66250,0.39055,3.61872
delta,2017-01-03 10:45,-0.27150,-0.70382,0.38918,3.64963
delta,2017-01-03 11:00,-0.29736,-0.77086,0.38429,3.67971
delta,2017-01-03 11:15,-0.26594,-0.68940,0.39531,3.68160
delta,2017-01-03 11:30,-0.25239,-0.65428,0.40240,3.70018
delta,2017-01-03 11:45,-0.26851,-0.69607,0.39691,3.70041
delta,2017-01-03 12:00,-0.26049,-0.67528,0.40317,3.72697
delta,2017-01-03 12:15,-0.28642,-0.74250,0.40019,3.77168
delta,2017-01-03 12:30,-0.27629,-0.71623,0.39613,3.71466
delta,2017-01-03 12:45,-0.25766,-0.66794,0.39964,3.69296
delta,2017-01-03 13:00,-0.26384,-0.68396,0.39875,3.70226
delta,2017-01-03 13:15,-0.23676,-0.61376,0.40986,3.71613
delta,2017-01-03 13:30,-0.25748,-0.66747,0.40199,3.71026
delta,2017-01-03 13:45,-0.22281,-0.57760,0.41446,3.71479
delta,2017-01-03 14:00,-0.21762,-0.56414,0.41487,3.70440
delta,2017-01-03 14:15,-0.24728,-0.64103,0.40901,3.73700
delta,2017-01-03 14:30,-0.24674,-0.63963,0.40547,3.70879
delta,2017-01-03 14:45,-0.25814,-0.66918,0.40363,3.72442
delta,2017-01-03 15:00,-0.24852,-0.64425,0.40327,3.69678
delta,2017-01-03 15:15,-0.26144,-0.67774,0.39945,3.70128
delta,2017-01-03 15:30,-0.24495,-0.63499,0.39919,3.65662
delta,2017-01-03 15:45,-0.25898,-0.67136,0.39522,3.66290
delta,2017-01-03 16:00,-0.23330,-0.60479,0.40178,3.64600
delta,2017-01-03 16:15,-0.24634,-0.63859,0.39599,3.63594
delta,2017-01-03 16:30,-0.21856,-0.56658,0.39641,3.56717
delta,2017-01-03 16:45,-0.17460,-0.45262,0.40237,3.49832
delta,2017-01-03 17:00,-0.18304,-0.47450,0.39163,3.43892
delta,2017-01-03 17:15,-0.11658,-0.30221,0.39723,3.30901
delta,2017-01-03 17:30,-0.06093,-0.15795,0.40246,3.20430
delta,2017-01-03 17:45,-0.07857,-0.20368,0.38161,3.09223
delta,2017-01-03 18:00,-0.07472,-0.19370,0.37172,3.00737
delta,2017-01-03 18:15,0.02509,0.06504,0.36077,2.66577
delta,2017-01-03 18:30,0.05019,0.13011,0.35620,2.56610
delta,2017-01-03 18:45,0.06877,0.17827,0.35033,2.47352
delta,2017-01-03 19:00,0.10552,0.27354,0.34707,2.35358
delta,2017-01-03 19:15,0.15789,0.40930,0.34420,2.19608
delta,2017-01-03 19:30,0.17151,0.44461,0.34469,2.16449
delta,2017-01-03 19:45,0.17721,0.45939,0.34227,2.13139
delta,2017-01-03 20:00,0.18917,0.49039,0.33609,2.05356
delta,2017-01-03 20:15,0.20712,0.53692,0.33193,1.97553
delta,2017-01-03 20:30,0.24312,0.63025,0.33781,1.92671
delta,2017-01-03 20:45,0.24185,0.62696,0.33333,1.89611
delta,2017-01-03 21:00,0.22402,0.58073,0.32145,1.85245
delta,2017-01-03 21:15,0.23407,0.60679,0.32139,1.82592
delta,2017-01-03 21:30,0.23561,0.61078,0.31871,1.80167
delta,2017-01-03 21:45,0.21328,0.55289,0.30709,1.77154
delta,2017-01-03 22:00,0.19162,0.49674,0.29856,1.76315
delta,2017-01-03 22:15,0.16012,0.41508,0.28219,1.72088
delta,2017-01-03 22:30,0.16990,0.44044,0.28227,1.69620
delta,2017-01-03 22:45,0.18642,0.48326,0.28304,1.65917
delta,2017-01-03 23:00,0.17169,0.44508,0.27939,1.66969
delta,2017-01-03 23:15,0.17551,0.45498,0.27503,1.62685
delta,2017-01-03 23:30,0.18803,0.48744,0.27826,1.61880
delta,2017-01-03 23:45,0.19799,0.51326,0.28274,1.62690
delta,2017-01-04 00:00,0.23735,0.62984,0.27993,1.59751
delta,2017-01-04 00:15,0.17827,0.47306,0.27902,1.59396
delta,2017-01-04 00:30,0.18742,0.49735,0.28120,1.58581
delta,2017-01-04 00:45,0.19720,0.52330,0.28430,1.58283
delta,2017-01-04 01:00,0.20113,0.53373,0.28456,1.57432
delta,2017-01-04 01:15,0.18831,0.49971,0.28044,1.57783
delta,2017-01-04 01:30,0.21871,0.58038,0.29118,1.57673
delta,2017-01-04 01:45,0.21695,0.57571,0.28938,1.56807
delta,2017-01-04 02:00,0.23035,0.61127,0.29426,1.56865
delta,2017-01-04 02:15,0.22689,0.60208,0.29084,1.55251
delta,2017-01-04 02:30,0.23545,0.62480,0.29322,1.54743
delta,2017-01-04 02:45,0.21836,0.57945,0.28934,1.56403
delta,2017-01-04 03:00,0.23065,0.61206,0.29096,1.54341
delta,2017-01-04 03:15,0.20755,0.55076,0.29168,1.61005
delta,2017-01-04 03:30,0.20781,0.55145,0.29032,1.59928
delta,2017-01-04 03:45,0.20841,0.55305,0.29442,1.62806
delta,2017-01-04 04:00,0.20735,0.55023,0.29698,1.64985
delta,2017-01-04 04:15,0.17878,0.47442,0.28992,1.67337
delta,2017-01-04 04:30,0.18919,0.50204,0.29718,1.69952
delta,2017-01-04 04:45,0.18354,0.48705,0.29670,1.71095
delta,2017-01-04 05:00,0.17143,0.45491,0.30292,1.78917
delta,2017-01-04 05:15,0.16229,0.43066,0.31184,1.87949
delta,2017-01-04 05:30,0.17600,0.46704,0.32428,1.93527
delta,2017-01-04 05:45,0.15839,0.42031,0.32524,1.98911
delta,2017-01-04 06:00,0.13851,0.36756,0.33142,2.08764
delta,2017-01-04 06:15,0.11448,0.30379,0.35010,2.28979
delta,2017-01-04 06:30,0.07812,0.20730,0.35032,2.38793
delta,2017-01-04 06:45,0.07495,0.19889,0.35838,2.45604
delta,2017-01-04 07:00,0.05470,0.14515,0.37010,2.59661
delta,2017-01-04 07:15,0.05020,0.13321,0.39652,2.80426
delta,2017-01-04 07:30,0.02972,0.07887,0.39550,2.85103
delta,2017-01-04 07:45,-0.01303,-0.03458,0.39444,2.95667
delta,2017-01-04 08:00,-0.04708,-0.12493,0.39590,3.05781
delta,2017-01-04 08:15,-0.07616,-0.20210,0.40374,3.19307
delta,2017-01-04 08:30,-0.09370,-0.24865,0.40798,3.27100
delta,2017-01-04 08:45,-0.12064,-0.32014,0.41032,3.35985
delta,2017-01-04 09:00,-0.13315,-0.35333,0.40872,3.38119
delta,2017-01-04 09:15,-0.15778,-0.41869,0.41356,3.48239
delta,2017-01-04 09:30,-0.18525,-0.49159,0.41118,3.53766
delta,2017-01-04 09:45,-0.20414,-0.54171,0.41548,3.61964
delta,2017-01-04 10:00,-0.22344,-0.59293,0.41336,3.65516
delta,2017-01-04 10:15,-0.21723,-0.57645,0.42134,3.69778
delta,2017-01-04 10:30,-0.22784,-0.60461,0.41916,3.70981
delta,2017-01-04 10:45,-0.25114,-0.66644,0.41948,3.77401
delta,2017-01-04 11:00,-0.24804,-0.65821,0.42208,3.78504
delta,2017-01-04 11:15,-0.26324,-0.69854,0.41888,3.80165
delta,2017-01-04 11:30,-0.27612,-0.73272,0.41822,3.83095
delta,2017-01-04 11:45,-0.26841,-0.71226,0.42480,3.85923
delta,2017-01-04 12:00,-0.27932,-0.74121,0.42228,3.86953
delta,2017-01-04 12:15,-0.28426,-0.75432,0.42026,3.86768
delta,2017-01-04 12:30,-0.27913,-0.74071,0.41660,3.82695
delta,2017-01-04 12:45,-0.28163,-0.74734,0.41042,3.78781
delta,2017-01-04 13:00,-0.25263,-0.67039,0.42030,3.78403
delta,2017-01-04 13:15,-0.22150,-0.58778,0.43272,3.79343
delta,2017-01-04 13:30,-0.23427,-0.62167,0.43364,3.83415
delta,2017-01-04 13:45,-0.29835,-0.79171,0.41382,3.85736
delta,2017-01-04 14:00,-0.26437,-0.70154,0.42424,3.84439
delta,2017-01-04 14:15,-0.28852,-0.76563,0.41564,3.84475
delta,2017-01-04 14:30,-0.31166,-0.82703,0.40908,3.85757
delta,2017-01-04 14:45,-0.30909,-0.82021,0.40962,3.85473
delta,2017-01-04 15:00,-0.31136,-0.82624,0.40824,3.85055
delta,2017-01-04 15:15,-0.29978,-0.79551,0.41580,3.87583
delta,2017-01-04 15:30,-0.26932,-0.71468,0.42282,3.84697
delta,2017-01-04 15:45,-0.27796,-0.73761,0.41342,3.80029
delta,2017-01-04 16:00,-0.27890,-0.74010,0.41006,3.77787
delta,2017-01-04 16:15,-0.26620,-0.70640,0.40426,3.70123
delta,2017-01-04 16:30,-0.25133,-0.66694,0.40276,3.65064
delta,2017-01-04 16:45,-0.23896,-0.63411,0.40052,3.60121
delta,2017-01-04 17:00,-0.24204,-0.64229,0.39694,3.58287
delta,2017-01-04 17:15,-0.17504,-0.46449,0.40218,3.44388
delta,2017-01-04 17:30,-0.13242,-0.35140,0.40040,3.31759
delta,2017-01-04 17:45,-0.12417,-0.32950,0.39094,3.22564
delta,2017-01-04 18:00,-0.08934,-0.23708,0.38398,3.08165
delta,2017-01-04 18:15,-0.00048,-0.00127,0.37134,2.75223
delta,2017-01-04 18:30,0.03128,0.08301,0.36002,2.58409
delta,2017-01-04 18:45,0.05736,0.15221,0.36100,2.52211
delta,2017-01-04 19:00,0.10783,0.28614,0.36282,2.40168
delta,2017-01-04 19:15,0.14764,0.39178,0.35460,2.23513
delta,2017-01-04 19:30,0.20004,0.53083,0.36370,2.16351
delta,2017-01-04 19:45,0.18167,0.48209,0.34986,2.10973
delta,2017-01-04 20:00,0.19032,0.50504,0.34520,2.05225
delta,2017-01-04 20:15,0.21098,0.55986,0.33860,1.94855
delta,2017-01-04 20:30,0.20690,0.54904,0.33490,1.93196
delta,2017-01-04 20:45,0.20068,0.53253,0.32596,1.88223
delta,2017-01-04 21:00,0.22734,0.60328,0.33196,1.85594
delta,2017-01-04 21:15,0.22895,0.60755,0.32470,1.79787
delta,2017-01-04 21:30,0.23687,0.62857,0.32124,1.75122
delta,2017-01-04 21:45,0.22966,0.60943,0.31828,1.74842
delta,2017-01-04 22:00,0.19165,0.50857,0.30258,1.73299
delta,2017-01-04 22:15,0.15780,0.41874,0.28366,1.68264
delta,2017-01-04 22:30,0.17145,0.45497,0.28452,1.65279
delta,2017-01-04 22:45,0.15725,0.41728,0.28082,1.66306
delta,2017-01-04 23:00,0.17752,0.47107,0.28508,1.64085
delta,2017-01-04 23:15,0.19330,0.51295,0.28724,1.61498
delta,2017-01-04 23:30,0.20949,0.55591,0.29112,1.60076
delta,2017-01-04 23:45,0.19399,0.51478,0.28578,1.60231
delta,2017-01-05 00:00,0.22168,0.58973,0.29236,1.56031
delta,2017-01-05 00:15,0.20120,0.53525,0.28506,1.56110
delta,2017-01-05 00:30,0.19565,0.52048,0.27948,1.53486
delta,2017-01-05 00:45,0.20248,0.53865,0.28344,1.54578
delta,2017-01-05 01:00,0.18094,0.48135,0.27492,1.54044
delta,2017-01-05 01:15,0.21448,0.57058,0.28526,1.52724
delta,2017-01-05 01:30,0.24307,0.64663,0.29438,1.51828
delta,2017-01-05 01:45,0.22699,0.60386,0.28958,1.52576
delta,2017-01-05 02:00,0.21503,0.57204,0.28530,1.52606
delta,2017-01-05 02:15,0.21739,0.57832,0.28564,1.52230
delta,2017-01-05 02:30,0.20990,0.55839,0.28342,1.52592
delta,2017-01-05 02:45,0.21278,0.56605,0.28274,1.51324
delta,2017-01-05 03:00,0.19436,0.51705,0.27848,1.53090
delta,2017-01-05 03:15,0.16304,0.43373,0.27472,1.58660
delta,2017-01-05 03:30,0.18251,0.48553,0.28214,1.58936
