CustomerID,datetime,NormDelta,AbsDelta,Leaders,Demand
delta,2017-01-01 06:45,-0.12897,-0.09925,0.12082,0.83781
delta,2017-01-01 07:00,-0.07784,-0.05990,0.12587,0.82933
delta,2017-01-01 07:15,-0.07757,-0.05970,0.12224,0.80694
delta,2017-01-01 07:30,-0.10303,-0.07929,0.11908,0.80721
delta,2017-01-01 07:45,-0.07282,-0.05604,0.12251,0.80492
delta,2017-01-01 08:00,-0.10484,-0.08068,0.11836,0.80420
delta,2017-01-01 08:15,-0.05564,-0.04282,0.12181,0.78742
delta,2017-01-01 08:30,-0.05401,-0.04157,0.12085,0.78031
delta,2017-01-01 08:45,-0.05465,-0.04206,0.11989,0.77493
delta,2017-01-01 09:00,-0.05077,-0.03907,0.11719,0.75544
delta,2017-01-01 09:15,-0.04843,-0.03727,0.11735,0.75462
delta,2017-01-01 09:30,-0.01215,-0.00935,0.11967,0.74087
delta,2017-01-01 09:45,-0.01461,-0.01124,0.11972,0.74308
delta,2017-01-01 10:00,-0.04837,-0.03723,0.11527,0.74185
delta,2017-01-01 10:15,-0.04743,-0.03650,0.11522,0.74083
delta,2017-01-01 10:30,-0.07172,-0.05519,0.11494,0.75780
delta,2017-01-01 10:45,0.00730,0.00562,0.12071,0.73226
delta,2017-01-01 11:00,-0.01795,-0.01381,0.11716,0.73000
delta,2017-01-01 11:15,-0.02023,-0.01557,0.11817,0.73793
delta,2017-01-01 11:30,-0.02652,-0.02041,0.11942,0.75041
delta,2017-01-01 11:45,0.01396,0.01074,0.12153,0.73216
delta,2017-01-01 12:00,-0.00332,-0.00256,0.12107,0.74264
delta,2017-01-01 12:15,-0.01459,-0.01123,0.11555,0.71757
delta,2017-01-01 12:30,-0.00314,-0.00242,0.12052,0.73914
delta,2017-01-01 12:45,-0.01624,-0.01250,0.11650,0.72464
delta,2017-01-01 13:00,0.03187,0.02453,0.12224,0.72271
delta,2017-01-01 13:15,-0.02992,-0.02303,0.11545,0.72875
delta,2017-01-01 13:30,-0.03473,-0.02673,0.11490,0.72910
delta,2017-01-01 13:45,-0.00504,-0.00388,0.11565,0.71083
delta,2017-01-01 14:00,-0.00850,-0.00654,0.11485,0.70860
delta,2017-01-01 14:15,-0.01799,-0.01384,0.11559,0.72043
delta,2017-01-01 14:30,0.01182,0.00910,0.11804,0.71247
delta,2017-01-01 14:45,-0.01255,-0.00966,0.11692,0.72437
delta,2017-01-01 15:00,-0.01459,-0.01123,0.11586,0.71946
delta,2017-01-01 15:15,0.03677,0.02830,0.12156,0.71478
delta,2017-01-01 15:30,0.07317,0.05631,0.12654,0.71721
delta,2017-01-01 15:45,0.04847,0.03730,0.12510,0.72741
delta,2017-01-01 16:00,0.05996,0.04614,0.12740,0.73263
delta,2017-01-01 16:15,0.04431,0.03410,0.12495,0.72970
delta,2017-01-01 16:30,0.08542,0.06574,0.13050,0.73199
delta,2017-01-01 16:45,0.13952,0.10737,0.14169,0.75876
delta,2017-01-01 17:00,0.15880,0.12221,0.14769,0.78060
delta,2017-01-01 17:15,0.09062,0.06974,0.13950,0.78300
delta,2017-01-01 17:30,0.08411,0.06473,0.14109,0.79773
delta,2017-01-01 17:45,0.12251,0.09428,0.14508,0.79257
delta,2017-01-01 18:00,0.05684,0.04374,0.14100,0.81817
delta,2017-01-01 18:15,0.07864,0.06052,0.14012,0.79601
delta,2017-01-01 18:30,0.03475,0.02674,0.13687,0.80992
delta,2017-01-01 18:45,0.09449,0.07272,0.14227,0.79696
delta,2017-01-01 19:00,0.04672,0.03596,0.13731,0.80340
delta,2017-01-01 19:15,0.02969,0.02285,0.13389,0.79560
delta,2017-01-01 19:30,0.11749,0.09042,0.14311,0.78439
delta,2017-01-01 19:45,0.07840,0.06034,0.13777,0.78183
delta,2017-01-01 20:00,0.07272,0.05596,0.13885,0.79280
delta,2017-01-01 20:15,0.09265,0.07130,0.14029,0.78627
delta,2017-01-01 20:30,0.06804,0.05236,0.13859,0.79482
delta,2017-01-01 20:45,0.06334,0.04875,0.13654,0.78590
delta,2017-01-01 21:00,0.09334,0.07183,0.13910,0.77847
delta,2017-01-01 21:15,0.07511,0.05780,0.13855,0.78913
delta,2017-01-01 21:30,0.08162,0.06281,0.13746,0.77746
delta,2017-01-01 21:45,0.04762,0.03665,0.13291,0.77581
delta,2017-01-01 22:00,-0.00781,-0.00601,0.12854,0.79176
delta,2017-01-01 22:15,-0.08633,-0.06644,0.11619,0.77669
delta,2017-01-01 22:30,-0.00742,-0.00571,0.12424,0.76517
delta,2017-01-01 22:45,-0.01313,-0.01010,0.12380,0.76688
delta,2017-01-01 23:00,0.01400,0.01077,0.12565,0.75730
delta,2017-01-01 23:15,0.04430,0.03409,0.12875,0.75294
delta,2017-01-01 23:30,0.03577,0.02753,0.12833,0.75693
delta,2017-01-01 23:45,0.04608,0.03546,0.12673,0.73922
delta,2017-01-02 00:00,0.13663,0.12982,0.12620,0.74177
delta,2017-01-02 00:15,0.11057,0.10506,0.12333,0.74671
delta,2017-01-02 00:30,0.12062,0.11461,0.12386,0.74083
delta,2017-01-02 00:45,0.12631,0.12002,0.12544,0.74633
delta,2017-01-02 01:00,0.11363,0.10797,0.12378,0.74691
delta,2017-01-02 01:15,0.11423,0.10854,0.12379,0.74641
delta,2017-01-02 01:30,0.14678,0.13947,0.12746,0.74083
delta,2017-01-02 01:45,0.11774,0.11187,0.12613,0.75924
delta,2017-01-02 02:00,0.08013,0.07614,0.11909,0.74635
delta,2017-01-02 02:15,0.12138,0.11533,0.12597,0.75467
delta,2017-01-02 02:30,0.08494,0.08071,0.12343,0.77175
delta,2017-01-02 02:45,0.09690,0.09207,0.12145,0.74671
delta,2017-01-02 03:00,0.06503,0.06179,0.11987,0.76608
delta,2017-01-02 03:15,0.10267,0.09755,0.12349,0.75532
delta,2017-01-02 03:30,0.11836,0.11246,0.12606,0.75817
delta,2017-01-02 03:45,0.13723,0.13039,0.12873,0.75867
delta,2017-01-02 04:00,0.10688,0.10156,0.12620,0.77003
delta,2017-01-02 04:15,0.12420,0.11801,0.13157,0.79067
delta,2017-01-02 04:30,0.13414,0.12746,0.13456,0.80188
delta,2017-01-02 04:45,0.10229,0.09719,0.13077,0.80596
delta,2017-01-02 05:00,0.08088,0.07685,0.13321,0.84316
delta,2017-01-02 05:15,0.01819,0.01728,0.13073,0.88559
delta,2017-01-02 05:30,0.02083,0.01979,0.13344,0.90180
delta,2017-01-02 05:45,0.01295,0.01230,0.13623,0.92856
delta,2017-01-02 06:00,-0.01010,-0.00960,0.13590,0.94819
delta,2017-01-02 06:15,-0.05390,-0.05121,0.14292,1.03829
delta,2017-01-02 06:30,-0.09197,-0.08739,0.13859,1.04455
delta,2017-01-02 06:45,-0.10674,-0.10142,0.14064,1.07275
delta,2017-01-02 07:00,-0.15780,-0.14994,0.13534,1.08466
delta,2017-01-02 07:15,-0.22012,-0.20915,0.13549,1.14491
delta,2017-01-02 07:30,-0.22780,-0.21645,0.13391,1.14130
delta,2017-01-02 07:45,-0.23951,-0.22758,0.13222,1.14075
delta,2017-01-02 08:00,-0.25175,-0.23921,0.13372,1.16273
delta,2017-01-02 08:15,-0.19784,-0.18798,0.13617,1.12844
delta,2017-01-02 08:30,-0.22425,-0.21308,0.13218,1.12597
delta,2017-01-02 08:45,-0.19765,-0.18780,0.13420,1.11465
delta,2017-01-02 09:00,-0.18411,-0.17494,0.13533,1.10960
delta,2017-01-02 09:15,-0.14629,-0.13900,0.13863,1.09644
delta,2017-01-02 09:30,-0.17944,-0.17050,0.13447,1.09922
delta,2017-01-02 09:45,-0.14255,-0.13545,0.13907,1.09593
delta,2017-01-02 10:00,-0.21018,-0.19971,0.13024,1.09921
delta,2017-01-02 10:15,-0.23956,-0.22763,0.12826,1.11345
delta,2017-01-02 10:30,-0.16252,-0.15442,0.13656,1.09757
delta,2017-01-02 10:45,-0.16247,-0.15438,0.13686,1.09959
delta,2017-01-02 11:00,-0.15563,-0.14788,0.13656,1.09103
delta,2017-01-02 11:15,-0.14349,-0.13634,0.13998,1.10311
delta,2017-01-02 11:30,-0.19208,-0.18251,0.13525,1.11662
delta,2017-01-02 11:45,-0.15717,-0.14934,0.13548,1.08503
delta,2017-01-02 12:00,-0.14630,-0.13901,0.13899,1.09894
delta,2017-01-02 12:15,-0.18929,-0.17986,0.13411,1.10609
delta,2017-01-02 12:30,-0.11031,-0.10481,0.14121,1.08008
delta,2017-01-02 12:45,-0.21084,-0.20034,0.13066,1.10273
delta,2017-01-02 13:00,-0.17429,-0.16561,0.13371,1.08907
delta,2017-01-02 13:15,-0.16413,-0.15595,0.13365,1.07901
delta,2017-01-02 13:30,-0.17101,-0.16249,0.13267,1.07877
delta,2017-01-02 13:45,-0.14815,-0.14077,0.13242,1.05533
delta,2017-01-02 14:00,-0.13887,-0.13195,0.13475,1.06260
delta,2017-01-02 14:15,-0.15959,-0.15164,0.13030,1.05156
delta,2017-01-02 14:30,-0.12848,-0.12208,0.13533,1.05673
delta,2017-01-02 14:45,-0.15310,-0.14547,0.13253,1.06079
delta,2017-01-02 15:00,-0.11758,-0.11172,0.13427,1.03905
delta,2017-01-02 15:15,-0.11057,-0.10506,0.13564,1.04185
delta,2017-01-02 15:30,-0.12004,-0.11406,0.13446,1.04270
delta,2017-01-02 15:45,-0.11242,-0.10682,0.13526,1.04099
delta,2017-01-02 16:00,-0.11401,-0.10833,0.13769,1.05928
delta,2017-01-02 16:15,-0.09100,-0.08647,0.13990,1.05268
delta,2017-01-02 16:30,-0.01472,-0.01399,0.15291,1.07006
delta,2017-01-02 16:45,0.03938,0.03742,0.16090,1.07383
delta,2017-01-02 17:00,0.02230,0.02119,0.16125,1.09248
delta,2017-01-02 17:15,0.01600,0.01520,0.16040,1.09259
delta,2017-01-02 17:30,0.04580,0.04352,0.16608,1.10351
delta,2017-01-02 17:45,0.06622,0.06292,0.16326,1.06463
delta,2017-01-02 18:00,0.03985,0.03786,0.16109,1.07470
delta,2017-01-02 18:15,0.09771,0.09284,0.15595,0.98423
delta,2017-01-02 18:30,0.15826,0.15038,0.16192,0.96792
delta,2017-01-02 18:45,0.16643,0.15814,0.15813,0.93398
delta,2017-01-02 19:00,0.19269,0.18309,0.15878,0.91352
delta,2017-01-02 19:15,0.21737,0.20654,0.16063,0.90284
delta,2017-01-02 19:30,0.20618,0.19591,0.15559,0.87867
delta,2017-01-02 19:45,0.20034,0.19036,0.15587,0.88615
delta,2017-01-02 20:00,0.19595,0.18619,0.15215,0.86463
delta,2017-01-02 20:15,0.17975,0.17079,0.14836,0.85385
delta,2017-01-02 20:30,0.21352,0.20288,0.14935,0.82860
delta,2017-01-02 20:45,0.24577,0.23353,0.15466,0.83463
delta,2017-01-02 21:00,0.19519,0.18547,0.14780,0.83531
delta,2017-01-02 21:15,0.21665,0.20586,0.14901,0.82327
delta,2017-01-02 21:30,0.22986,0.21841,0.14936,0.81315
delta,2017-01-02 21:45,0.18121,0.17218,0.14112,0.80246
delta,2017-01-02 22:00,0.17260,0.16400,0.13686,0.78122
delta,2017-01-02 22:15,0.11369,0.10803,0.13013,0.79071
delta,2017-01-02 22:30,0.15454,0.14684,0.13446,0.78180
delta,2017-01-02 22:45,0.14966,0.14220,0.13427,0.78512
delta,2017-01-02 23:00,0.09361,0.08895,0.12533,0.77664
delta,2017-01-02 23:15,0.13744,0.13059,0.13000,0.76725
delta,2017-01-02 23:30,0.12832,0.12193,0.12937,0.77157
delta,2017-01-02 23:45,0.15986,0.15190,0.13223,0.76134
delta,2017-01-03 00:00,0.22783,0.30110,0.12737,0.76354
delta,2017-01-03 00:15,0.25553,0.33771,0.13113,0.75836
delta,2017-01-03 00:30,0.22796,0.30127,0.12743,0.76388
delta,2017-01-03 00:45,0.24113,0.31868,0.12859,0.75616
delta,2017-01-03 01:00,0.24166,0.31938,0.12712,0.74318
delta,2017-01-03 01:15,0.24620,0.32538,0.12992,0.76059
delta,2017-01-03 01:30,0.24459,0.32325,0.12784,0.74532
delta,2017-01-03 01:45,0.24052,0.31787,0.12796,0.75170
delta,2017-01-03 02:00,0.22215,0.29360,0.12475,0.74916
delta,2017-01-03 02:15,0.22270,0.29432,0.12537,0.75361
delta,2017-01-03 02:30,0.24905,0.32915,0.12948,0.75313
delta,2017-01-03 02:45,0.18743,0.24771,0.12087,0.76261
delta,2017-01-03 03:00,0.21396,0.28277,0.12525,0.76416
delta,2017-01-03 03:15,0.21162,0.27968,0.12437,0.75989
delta,2017-01-03 03:30,0.21019,0.27779,0.12542,0.77057
delta,2017-01-03 03:45,0.22628,0.29905,0.13076,0.79393
delta,2017-01-03 04:00,0.19787,0.26151,0.12733,0.80281
delta,2017-01-03 04:15,0.24732,0.32686,0.13446,0.79705
delta,2017-01-03 04:30,0.24090,0.31838,0.13363,0.79860
delta,2017-01-03 04:45,0.19029,0.25149,0.12903,0.82704
delta,2017-01-03 05:00,0.19119,0.25268,0.13527,0.87800
delta,2017-01-03 05:15,0.17395,0.22989,0.13887,0.93088
delta,2017-01-03 05:30,0.15600,0.20617,0.13831,0.94992
delta,2017-01-03 05:45,0.14798,0.19557,0.14544,1.02012
delta,2017-01-03 06:00,0.08250,0.10903,0.14122,1.07139
delta,2017-01-03 06:15,0.02455,0.03245,0.14387,1.17013
delta,2017-01-03 06:30,0.00679,0.00897,0.14746,1.22360
delta,2017-01-03 06:45,-0.00505,-0.00667,0.15042,1.26399
delta,2017-01-03 07:00,-0.02129,-0.02814,0.15420,1.31705
delta,2017-01-03 07:15,-0.12878,-0.17020,0.15651,1.47842
delta,2017-01-03 07:30,-0.16783,-0.22181,0.15679,1.53236
delta,2017-01-03 07:45,-0.19243,-0.25432,0.15769,1.57240
delta,2017-01-03 08:00,-0.20849,-0.27554,0.16244,1.63333
delta,2017-01-03 08:15,-0.22829,-0.30171,0.16880,1.71266
delta,2017-01-03 08:30,-0.25512,-0.33717,0.16964,1.75514
delta,2017-01-03 08:45,-0.23553,-0.31128,0.17782,1.79763
delta,2017-01-03 09:00,-0.26980,-0.35657,0.17746,1.83990
delta,2017-01-03 09:15,-0.26671,-0.35249,0.18281,1.88055
delta,2017-01-03 09:30,-0.26710,-0.35300,0.18332,1.88531
delta,2017-01-03 09:45,-0.30478,-0.40280,0.17795,1.89023
delta,2017-01-03 10:00,-0.34797,-0.45988,0.17131,1.89180
delta,2017-01-03 10:15,-0.29962,-0.39598,0.17947,1.89611
delta,2017-01-03 10:30,-0.33966,-0.44890,0.17405,1.90372
delta,2017-01-03 10:45,-0.29767,-0.39340,0.17969,1.89537
delta,2017-01-03 11:00,-0.32769,-0.43308,0.17686,1.91140
delta,2017-01-03 11:15,-0.31766,-0.41982,0.18028,1.92673
delta,2017-01-03 11:30,-0.35645,-0.47109,0.17193,1.90819
delta,2017-01-03 11:45,-0.39218,-0.51831,0.16908,1.93160
delta,2017-01-03 12:00,-0.40696,-0.53784,0.16616,1.92672
delta,2017-01-03 12:15,-0.38159,-0.50431,0.17033,1.92805
delta,2017-01-03 12:30,-0.37497,-0.49556,0.16714,1.89264
delta,2017-01-03 12:45,-0.33510,-0.44287,0.17148,1.87622
delta,2017-01-03 13:00,-0.31642,-0.41818,0.17378,1.87076
delta,2017-01-03 13:15,-0.35897,-0.47442,0.17186,1.91094
delta,2017-01-03 13:30,-0.33528,-0.44311,0.17485,1.90462
delta,2017-01-03 13:45,-0.30875,-0.40805,0.17797,1.89565
delta,2017-01-03 14:00,-0.30418,-0.40201,0.17559,1.86971
delta,2017-01-03 14:15,-0.29381,-0.38830,0.17744,1.87147
delta,2017-01-03 14:30,-0.28079,-0.37109,0.17770,1.85644
delta,2017-01-03 14:45,-0.29481,-0.38962,0.17559,1.85733
delta,2017-01-03 15:00,-0.25606,-0.33841,0.18038,1.84615
delta,2017-01-03 15:15,-0.26856,-0.35493,0.17750,1.83860
delta,2017-01-03 15:30,-0.21577,-0.28516,0.18323,1.81673
delta,2017-01-03 15:45,-0.26440,-0.34943,0.17723,1.83085
delta,2017-01-03 16:00,-0.23889,-0.31572,0.17687,1.79413
delta,2017-01-03 16:15,-0.20279,-0.26801,0.18048,1.77659
delta,2017-01-03 16:30,-0.18980,-0.25084,0.18056,1.76009
delta,2017-01-03 16:45,-0.13536,-0.17889,0.18742,1.74548
delta,2017-01-03 17:00,-0.11261,-0.14883,0.19087,1.74425
delta,2017-01-03 17:15,-0.06007,-0.07939,0.18926,1.66136
delta,2017-01-03 17:30,-0.04517,-0.05970,0.18653,1.61884
delta,2017-01-03 17:45,-0.01088,-0.01438,0.18176,1.53366
delta,2017-01-03 18:00,-0.00054,-0.00071,0.18022,1.50713
delta,2017-01-03 18:15,0.12581,0.16627,0.17889,1.32901
delta,2017-01-03 18:30,0.17035,0.22514,0.17851,1.26698
delta,2017-01-03 18:45,0.16436,0.21722,0.17001,1.20384
delta,2017-01-03 19:00,0.21265,0.28104,0.17138,1.15148
delta,2017-01-03 19:15,0.23220,0.30688,0.16686,1.08786
delta,2017-01-03 19:30,0.29281,0.38698,0.17343,1.06266
delta,2017-01-03 19:45,0.31333,0.41410,0.17341,1.03539
delta,2017-01-03 20:00,0.31000,0.40970,0.16924,1.00493
delta,2017-01-03 20:15,0.33966,0.44890,0.17347,1.00108
delta,2017-01-03 20:30,0.32721,0.43244,0.16714,0.96463
delta,2017-01-03 20:45,0.30058,0.39725,0.16086,0.94733
delta,2017-01-03 21:00,0.32742,0.43272,0.16258,0.92624
delta,2017-01-03 21:15,0.30434,0.40222,0.15772,0.91611
delta,2017-01-03 21:30,0.28924,0.38226,0.15222,0.89011
delta,2017-01-03 21:45,0.27080,0.35789,0.14731,0.87342
delta,2017-01-03 22:00,0.26378,0.34861,0.14503,0.86365
delta,2017-01-03 22:15,0.19670,0.25996,0.13445,0.86387
delta,2017-01-03 22:30,0.24613,0.32529,0.13844,0.83189
delta,2017-01-03 22:45,0.25324,0.33468,0.13908,0.82784
delta,2017-01-03 23:00,0.20632,0.27267,0.13182,0.82916
delta,2017-01-03 23:15,0.24268,0.32073,0.13514,0.80886
delta,2017-01-03 23:30,0.26990,0.35670,0.13889,0.80424
delta,2017-01-03 23:45,0.23502,0.31060,0.13362,0.80629
delta,2017-01-04 00:00,0.22915,0.30517,0.13048,0.79749
delta,2017-01-04 00:15,0.27963,0.37240,0.13822,0.79132
delta,2017-01-04 00:30,0.21150,0.28167,0.12681,0.78599
delta,2017-01-04 00:45,0.23906,0.31837,0.13002,0.77632
delta,2017-01-04 01:00,0.22851,0.30432,0.13113,0.79971
delta,2017-01-04 01:15,0.24152,0.32165,0.13133,0.78407
delta,2017-01-04 01:30,0.25406,0.33835,0.13339,0.78471
delta,2017-01-04 01:45,0.25100,0.33427,0.13248,0.78113
delta,2017-01-04 02:00,0.22870,0.30457,0.12931,0.78414
delta,2017-01-04 02:15,0.24237,0.32278,0.13120,0.78185
delta,2017-01-04 02:30,0.24776,0.32996,0.13297,0.78957
delta,2017-01-04 02:45,0.24900,0.33161,0.13326,0.79036
delta,2017-01-04 03:00,0.22941,0.30552,0.13122,0.79927
delta,2017-01-04 03:15,0.17102,0.22776,0.12218,0.80091
delta,2017-01-04 03:30,0.22164,0.29517,0.13095,0.80735
delta,2017-01-04 03:45,0.23758,0.31640,0.13304,0.80371
delta,2017-01-04 04:00,0.25140,0.33480,0.13612,0.81124
delta,2017-01-04 04:15,0.20963,0.27918,0.13102,0.82393
delta,2017-01-04 04:30,0.21552,0.28702,0.13311,0.83368
delta,2017-01-04 04:45,0.20926,0.27868,0.13539,0.86122
delta,2017-01-04 05:00,0.18988,0.25287,0.13412,0.87634
delta,2017-01-04 05:15,0.20570,0.27394,0.14517,0.94830
delta,2017-01-04 05:30,0.14228,0.18948,0.14074,0.99545
delta,2017-01-04 05:45,0.11070,0.14743,0.14295,1.05611
delta,2017-01-04 06:00,0.12143,0.16172,0.14953,1.09722
delta,2017-01-04 06:15,0.03202,0.04264,0.14733,1.19777
delta,2017-01-04 06:30,-0.01742,-0.02320,0.14591,1.25166
delta,2017-01-04 06:45,-0.02912,-0.03878,0.15006,1.30217
delta,2017-01-04 07:00,-0.03217,-0.04284,0.15353,1.33546
delta,2017-01-04 07:15,-0.14216,-0.18932,0.15400,1.48588
delta,2017-01-04 07:30,-0.17346,-0.23101,0.15561,1.54113
delta,2017-01-04 07:45,-0.20870,-0.27794,0.15551,1.58721
delta,2017-01-04 08:00,-0.24212,-0.32245,0.15674,1.64207
delta,2017-01-04 08:15,-0.23728,-0.31600,0.16385,1.69549
delta,2017-01-04 08:30,-0.25643,-0.34150,0.16255,1.71006
delta,2017-01-04 08:45,-0.24180,-0.32202,0.17075,1.75961
delta,2017-01-04 09:00,-0.21243,-0.28291,0.17815,1.78280
delta,2017-01-04 09:15,-0.24231,-0.32270,0.17807,1.82192
delta,2017-01-04 09:30,-0.23300,-0.31030,0.17882,1.81584
delta,2017-01-04 09:45,-0.25595,-0.34086,0.17882,1.84640
delta,2017-01-04 10:00,-0.32578,-0.43386,0.16972,1.86278
delta,2017-01-04 10:15,-0.36247,-0.48272,0.16729,1.89117
delta,2017-01-04 10:30,-0.33398,-0.44478,0.17157,1.88927
delta,2017-01-04 10:45,-0.33870,-0.45107,0.17205,1.89960
delta,2017-01-04 11:00,-0.28570,-0.38048,0.18103,1.90462
delta,2017-01-04 11:15,-0.31345,-0.41744,0.17792,1.91539
delta,2017-01-04 11:30,-0.31225,-0.41584,0.17516,1.89056
delta,2017-01-04 11:45,-0.33877,-0.45116,0.17413,1.91721
delta,2017-01-04 12:00,-0.39246,-0.52266,0.16751,1.93296
delta,2017-01-04 12:15,-0.35672,-0.47507,0.17484,1.94709
delta,2017-01-04 12:30,-0.37713,-0.50225,0.17220,1.95199
delta,2017-01-04 12:45,-0.35788,-0.47661,0.17225,1.92682
delta,2017-01-04 13:00,-0.35174,-0.46843,0.17157,1.91294
delta,2017-01-04 13:15,-0.34151,-0.45481,0.17363,1.91661
delta,2017-01-04 13:30,-0.29302,-0.39023,0.18013,1.90677
delta,2017-01-04 13:45,-0.34123,-0.45444,0.17471,1.92535
delta,2017-01-04 14:00,-0.32772,-0.43644,0.17766,1.93220
delta,2017-01-04 14:15,-0.32210,-0.42896,0.17581,1.90911
delta,2017-01-04 14:30,-0.30953,-0.41222,0.17907,1.91985
delta,2017-01-04 14:45,-0.33676,-0.44848,0.17350,1.90921
delta,2017-01-04 15:00,-0.33271,-0.44309,0.17593,1.92426
delta,2017-01-04 15:15,-0.33697,-0.44876,0.17635,1.93347
delta,2017-01-04 15:30,-0.31421,-0.41845,0.17601,1.90028
delta,2017-01-04 15:45,-0.28922,-0.38517,0.17766,1.88095
delta,2017-01-04 16:00,-0.27937,-0.37205,0.17547,1.84935
delta,2017-01-04 16:15,-0.19334,-0.25748,0.18283,1.79677
delta,2017-01-04 16:30,-0.20336,-0.27083,0.18070,1.79218
delta,2017-01-04 16:45,-0.14591,-0.19432,0.18863,1.78242
delta,2017-01-04 17:00,-0.10346,-0.13778,0.19405,1.77154
delta,2017-01-04 17:15,-0.05684,-0.07570,0.19192,1.69153
delta,2017-01-04 17:30,-0.02390,-0.03183,0.19131,1.64250
delta,2017-01-04 17:45,-0.00645,-0.00859,0.18601,1.57469
delta,2017-01-04 18:00,0.03946,0.05255,0.18174,1.47755
delta,2017-01-04 18:15,0.12049,0.16046,0.17786,1.33703
delta,2017-01-04 18:30,0.16568,0.22065,0.17720,1.27123
delta,2017-01-04 18:45,0.19395,0.25829,0.17147,1.18540
delta,2017-01-04 19:00,0.23665,0.31516,0.17564,1.16359
delta,2017-01-04 19:15,0.25383,0.33804,0.16845,1.08017
delta,2017-01-04 19:30,0.29173,0.38851,0.17011,1.04370
delta,2017-01-04 19:45,0.27594,0.36749,0.16597,1.02988
delta,2017-01-04 20:00,0.28819,0.38380,0.16455,1.00164
delta,2017-01-04 20:15,0.28834,0.38400,0.15989,0.96215
delta,2017-01-04 20:30,0.28206,0.37564,0.15729,0.94868
delta,2017-01-04 20:45,0.29389,0.39139,0.15605,0.92247
delta,2017-01-04 21:00,0.33527,0.44650,0.16051,0.90490
delta,2017-01-04 21:15,0.32107,0.42759,0.15635,0.88882
delta,2017-01-04 21:30,0.31400,0.41817,0.15300,0.87002
delta,2017-01-04 21:45,0.28462,0.37905,0.14743,0.86219
delta,2017-01-04 22:00,0.29092,0.38744,0.14579,0.84003
delta,2017-01-04 22:15,0.22156,0.29506,0.13434,0.83603
delta,2017-01-04 22:30,0.21740,0.28952,0.13209,0.82261
delta,2017-01-04 22:45,0.25481,0.33935,0.13555,0.80188
delta,2017-01-04 23:00,0.27501,0.36625,0.13605,0.77918
delta,2017-01-04 23:15,0.26801,0.35692,0.13356,0.76760
delta,2017-01-04 23:30,0.26972,0.35920,0.13246,0.75603
delta,2017-01-04 23:45,0.29671,0.39515,0.13691,0.75753
delta,2017-01-05 00:00,0.29122,0.37930,0.13558,0.75334
delta,2017-01-05 00:15,0.27773,0.36173,0.13236,0.74785
delta,2017-01-05 00:30,0.25398,0.33079,0.12936,0.75363
delta,2017-01-05 00:45,0.26523,0.34545,0.13044,0.74803
delta,2017-01-05 01:00,0.29356,0.38234,0.13310,0.73343
delta,2017-01-05 01:15,0.24346,0.31709,0.12732,0.75023
delta,2017-01-05 01:30,0.26245,0.34183,0.13018,0.74948
delta,2017-01-05 01:45,0.23900,0.31128,0.12724,0.75537
delta,2017-01-05 02:00,0.28865,0.37595,0.13288,0.73799
delta,2017-01-05 02:15,0.26762,0.34856,0.13009,0.74199
delta,2017-01-05 02:30,0.23580,0.30712,0.12534,0.74362
delta,2017-01-05 02:45,0.25458,0.33158,0.12923,0.75176
delta,2017-01-05 03:00,0.28096,0.36593,0.12924,0.71748
delta,2017-01-05 03:15,0.23446,0.30537,0.12514,0.74368
